date,team_1,team_2,location,rank,elo,win_pct,scrape_date
Sat Oct 12,Cyprus,Romania,European Nations League C in Cyprus,137 41,1309 1713,15% 85%,2024-10-05
Sat Oct 12,Lithuania,Kosovo,European Nations League C in Lithuania,134 80,1324 1511,38% 62%,2024-10-05
Sat Oct 12,India,Lebanon,Friendly tournament in Vietnam,163 139,1169 1304,31% 69%,2024-10-05
Sat Oct 12,United States,Panama,Friendly in the United States,37 36,1727 1731,63% 37%,2024-10-05
Sat Oct 12,Antigua and Barbuda,Dominican Republic,CONCACAF Nations League B in Bermuda,191 154,946 1238,16% 84%,2024-10-05
Sat Oct 12,Bermuda,Dominica,CONCACAF Nations League B in Bermuda,168 185,1128 1018,77% 23%,2024-10-05
Sat Oct 12,Anguilla,Turks and Caicos Islands,CONCACAF Nations League C in Belize,225 228,646 633,52% 48%,2024-10-05
Sat Oct 12,Barbados,US Virgin Islands,CONCACAF Nations League C in Barbados,189 233,958 608,93% 7%,2024-10-05
Sat Oct 12,British Virgin Islands,Cayman Islands,CONCACAF Nations League C in Saint Kitts and Nevis,227 208,640 811,27% 73%,2024-10-05
Sun Oct 13,Burundi,Burkina Faso,African Nations Cup qualifier in Ivory Coast,136 79,1315 1514,24% 76%,2024-10-05
Sun Oct 13,Austria,Norway,European Nations League B in Austria,18 34,1853 1746,77% 23%,2024-10-05
Sun Oct 13,Finland,England,European Nations League B in Finland,58 6,1607 1996,16% 84%,2024-10-05
Sun Oct 13,Greece,Ireland,European Nations League B in Greece,24 64,1781 1582,85% 15%,2024-10-05
Sun Oct 13,Kazakhstan,Slovenia,European Nations League B in Kazakhstan,92 26,1457 1777,22% 78%,2024-10-05
Sun Oct 13,Armenia,North Macedonia,European Nations League C in Armenia,91 71,1459 1554,51% 49%,2024-10-05
Sun Oct 13,Faroe Islands,Latvia,European Nations League C in the Faroe Islands,152 135,1244 1319,54% 46%,2024-10-05
Sun Oct 13,Liechtenstein,Gibraltar,European Nations League D in Liechtenstein,190 180,954 1056,50% 50%,2024-10-05
Sun Oct 13,Malta,Moldova,European Nations League D in Malta,149 114,1260 1365,49% 51%,2024-10-05
Sun Oct 13,Andorra,San Marino,Friendly in Andorra,177 209,1083 798,90% 10%,2024-10-05
Sun Oct 13,Myanmar,Sri Lanka,Friendly in Myanmar,196 217,914 703,86% 14%,2024-10-05
Sun Oct 13,Bonaire,Montserrat,CONCACAF Nations League B in St Vincent & Grenadines,205 188,833 983,30% 70%,2024-10-05
Sun Oct 13,St Vincent & Grenadines,El Salvador,CONCACAF Nations League B in St Vincent & Grenadines,176 102,1088 1411,22% 78%,2024-10-05
Mon Oct 14,Eswatini,Mozambique,African Nations Cup qualifier in South Africa,156 96,1219 1443,22% 78%,2024-10-05
Mon Oct 14,Ethiopia,Guinea,African Nations Cup qualifier in Ivory Coast,142 94,1287 1448,28% 72%,2024-10-05
Mon Oct 14,Gambia,Madagascar,African Nations Cup qualifier in Morocco,124 132,1346 1328,53% 47%,2024-10-05
Mon Oct 14,Ghana,Sudan,African Nations Cup qualifier in Libya,83 106,1502 1399,64% 36%,2024-10-05
Mon Oct 14,Guinea-Bissau,Mali,African Nations Cup qualifier in Guinea-Bissau,116 60,1360 1594,32% 68%,2024-10-05
Mon Oct 14,Kenya,Cameroon,African Nations Cup qualifier in Kenya,99 65,1437 1580,44% 56%,2024-10-05
Mon Oct 14,Liberia,Equatorial Guinea,African Nations Cup qualifier in Liberia,146 75,1267 1526,29% 71%,2024-10-05
Mon Oct 14,Namibia,Zimbabwe,African Nations Cup qualifier in South Africa,121 129,1353 1336,52% 48%,2024-10-05
Mon Oct 14,Togo,Algeria,African Nations Cup qualifier in Togo,113 50,1372 1671,24% 76%,2024-10-05
Mon Oct 14,Belgium,France,European Nations League A in Belgium,12 4,1923 2015,51% 49%,2024-10-05
Mon Oct 14,Bosnia and Herzegovina,Hungary,European Nations League A in Bosnia and Herzegovina,86 29,1491 1767,27% 73%,2024-10-05
Mon Oct 14,Germany,Netherlands,European Nations League A in Germany,9 8,1957 1960,64% 36%,2024-10-05
Mon Oct 14,Italy,Israel,European Nations League A in Italy,11 70,1943 1557,94% 6%,2024-10-05
Mon Oct 14,Georgia,Albania,European Nations League B in Georgia,31 54,1754 1638,78% 22%,2024-10-05
Mon Oct 14,Iceland,Turkey,European Nations League B in Iceland,67 20,1574 1812,31% 69%,2024-10-05
Mon Oct 14,Ukraine,Czechia,European Nations League B in Ukraine,29 38,1767 1723,70% 30%,2024-10-05
Mon Oct 14,Wales,Montenegro,European Nations League B in Wales,46 78,1701 1516,84% 16%,2024-10-05
Mon Oct 14,Azerbaijan,Slovakia,European Nations League C in Azerbaijan,90 45,1461 1702,31% 69%,2024-10-05
Mon Oct 14,Estonia,Sweden,European Nations League C in Estonia,119 44,1357 1703,20% 80%,2024-10-05
Mon Oct 14,New Zealand,Malaysia,Friendly in New Zealand,69 141,1570 1290,90% 10%,2024-10-05
Mon Oct 14,Jamaica,Honduras,CONCACAF Nations League A in Jamaica,59 81,1595 1506,75% 25%,2024-10-05
Mon Oct 14,Nicaragua,French Guiana,CONCACAF Nations League A in Nicaragua,112 144,1373 1277,76% 24%,2024-10-05
Mon Oct 14,Trinidad and Tobago,Cuba,CONCACAF Nations League A in Trinidad and Tobago,109 138,1383 1308,73% 27%,2024-10-05
Mon Oct 14,Aruba,Haiti,CONCACAF Nations League B in Aruba,194 77,944 1517,6% 94%,2024-10-05
Mon Oct 14,Curaçao,Grenada,CONCACAF Nations League B in Saint Lucia,131 179,1329 1071,82% 18%,2024-10-05
Mon Oct 14,Puerto Rico,Sint Maarten,CONCACAF Nations League B in Aruba,166 202,1142 894,81% 19%,2024-10-05
Mon Oct 14,Saint Lucia,Saint Martin,CONCACAF Nations League B in Saint Lucia,167 195,1141 917,87% 13%,2024-10-05
Tue Oct 15,China,Indonesia,World Cup qualifier in China,111 118,1377 1359,66% 34%,2024-10-05
Tue Oct 15,Iran,Qatar,World Cup qualifier in Iran,19 67,1819 1574,88% 12%,2024-10-05
Tue Oct 15,Japan,Australia,World Cup qualifier in Japan,14 38,1873 1723,81% 19%,2024-10-05
Tue Oct 15,Jordan,Oman,World Cup qualifier in Jordan,57 85,1629 1499,79% 21%,2024-10-05
Tue Oct 15,Kyrgyzstan,North Korea,World Cup qualifier in Kyrgyzstan,145 104,1272 1406,45% 55%,2024-10-05
Tue Oct 15,Palestine,Kuwait,World Cup qualifier in Palestine,103 115,1408 1361,70% 30%,2024-10-05
Tue Oct 15,Saudi Arabia,Bahrain,World Cup qualifier in Saudi Arabia,62 87,1588 1475,77% 23%,2024-10-05
Tue Oct 15,South Korea,Iraq,World Cup qualifier in South Korea,35 53,1743 1658,74% 26%,2024-10-05
Tue Oct 15,Uzbekistan,United Arab Emirates,World Cup qualifier in Uzbekistan,47 74,1690 1537,81% 19%,2024-10-05
Tue Oct 15,Brunei,East Timor,Southeast Asian Champ qual in Thailand,219 225,692 646,57% 43%,2024-10-05
Tue Oct 15,Angola,Niger,African Nations Cup qualifier in Morocco,63 153,1585 1243,88% 12%,2024-10-05
Tue Oct 15,Botswana,Cape Verde,African Nations Cup qualifier in Botswana,142 71,1287 1554,28% 72%,2024-10-05
Tue Oct 15,Chad,Zambia,African Nations Cup qualifier in Cameroon,164 116,1162 1360,24% 76%,2024-10-05
Tue Oct 15,Comoros,Tunisia,African Nations Cup qualifier in Ivory Coast,126 49,1343 1681,13% 87%,2024-10-05
Tue Oct 15,Congo,South Africa,African Nations Cup qualifier in Congo,147 71,1265 1554,25% 75%,2024-10-05
Tue Oct 15,Ivory Coast,Sierra Leone,African Nations Cup qualifier in Liberia,56 140,1635 1303,87% 13%,2024-10-05
Tue Oct 15,Lesotho,Gabon,African Nations Cup qualifier in South Africa,158 94,1207 1448,20% 80%,2024-10-05
Tue Oct 15,Libya,Nigeria,African Nations Cup qualifier in Libya,110 61,1379 1592,34% 66%,2024-10-05
Tue Oct 15,Malawi,Senegal,African Nations Cup qualifier in Malawi,147 31,1265 1754,10% 90%,2024-10-05
Tue Oct 15,Mauritania,Egypt,African Nations Cup qualifier in Mauritania,123 51,1349 1669,22% 78%,2024-10-05
Tue Oct 15,Morocco,Central African Republic,African Nations Cup qualifier in Morocco,25 130,1780 1334,96% 4%,2024-10-05
Tue Oct 15,Rwanda,Benin,African Nations Cup qualifier in Rwanda,119 101,1357 1413,56% 44%,2024-10-05
Tue Oct 15,South Sudan,Uganda,African Nations Cup qualifier in South Sudan,170 108,1116 1393,27% 73%,2024-10-05
Tue Oct 15,Tanzania,DR Congo,African Nations Cup qualifier in Tanzania,107 66,1395 1578,38% 62%,2024-10-05
Tue Oct 15,Poland,Croatia,European Nations League A in Poland,33 13,1748 1912,41% 59%,2024-10-05
Tue Oct 15,Scotland,Portugal,European Nations League A in Scotland,43 7,1705 1975,27% 73%,2024-10-05
Tue Oct 15,Spain,Serbia,European Nations League A in Spain,1 23,2157 1784,94% 6%,2024-10-05
Tue Oct 15,Switzerland,Denmark,European Nations League A in Switzerland,17 16,1855 1863,63% 37%,2024-10-05
Tue Oct 15,Belarus,Luxembourg,European Nations League C in Belarus,88 89,1464 1462,64% 36%,2024-10-05
Tue Oct 15,Kosovo,Cyprus,European Nations League C in Kosovo,80 137,1511 1309,85% 15%,2024-10-05
Tue Oct 15,Lithuania,Romania,European Nations League C in Lithuania,134 41,1324 1713,16% 84%,2024-10-05
Tue Oct 15,Northern Ireland,Bulgaria,European Nations League C in Northern Ireland,76 83,1521 1502,66% 34%,2024-10-05
Tue Oct 15,Canada,Panama,Friendly in Canada,28 36,1770 1731,69% 31%,2024-10-05
Tue Oct 15,Hong Kong,Cambodia,Friendly in Hong Kong,171 206,1114 827,90% 10%,2024-10-05
Tue Oct 15,Mexico,United States,Friendly in Mexico,21 37,1792 1727,72% 28%,2024-10-05
Tue Oct 15,Vietnam,Lebanon,Friendly tournament in Vietnam,150 139,1253 1304,57% 43%,2024-10-05
Tue Oct 15,Argentina,Bolivia,World Cup qualifier in Argentina,2 55,2149 1637,97% 3%,2024-10-05
Tue Oct 15,Brazil,Peru,World Cup qualifier in Brazil,5 40,1997 1714,90% 10%,2024-10-05
Tue Oct 15,Colombia,Chile,World Cup qualifier in Colombia,3 48,2061 1689,94% 6%,2024-10-05
Tue Oct 15,Paraguay,Venezuela,World Cup qualifier in Paraguay,42 27,1710 1771,56% 44%,2024-10-05
Tue Oct 15,Uruguay,Ecuador,World Cup qualifier in Uruguay,10 15,1956 1871,74% 26%,2024-10-05
Tue Oct 15,Costa Rica,Guatemala,CONCACAF Nations League A in Costa Rica,52 82,1662 1504,82% 18%,2024-10-05
Tue Oct 15,Martinique,Guadeloupe,CONCACAF Nations League A in Martinique,104 127,1406 1338,72% 28%,2024-10-05
Tue Oct 15,Suriname,Guyana,CONCACAF Nations League A in Suriname,127 151,1338 1252,74% 26%,2024-10-05
Tue Oct 15,Bermuda,Dominica,CONCACAF Nations League B in Bermuda,168 185,1128 1018,77% 23%,2024-10-05
Tue Oct 15,Antigua and Barbuda,Dominican Republic,CONCACAF Nations League B in Bermuda,191 154,946 1238,16% 84%,2024-10-05
Tue Oct 15,Barbados,Bahamas,CONCACAF Nations League C in Barbados,189 210,958 792,82% 18%,2024-10-05
Tue Oct 15,Belize,Turks and Caicos Islands,CONCACAF Nations League C in Belize,181 228,1055 633,95% 5%,2024-10-05
Tue Oct 15,Saint Kitts and Nevis,Cayman Islands,CONCACAF Nations League C in Saint Kitts and Nevis,173 208,1107 811,91% 9%,2024-10-05
Thu Nov 14,Papua New Guinea,Fiji,World Cup qualifier in Papua New Guinea,178 160,1079 1203,47% 53%,2024-10-05
Thu Nov 14,New Caledonia,Solomon Islands,World Cup qualifier in Papua New Guinea,155 161,1234 1190,56% 44%,2024-10-05
Thu Nov 14,Australia,Saudi Arabia,World Cup qualifier in Australia,38 62,1723 1588,79% 21%,2024-10-05
Thu Nov 14,Bahrain,China,World Cup qualifier in Bahrain,87 111,1475 1377,76% 24%,2024-10-05
Thu Nov 14,Indonesia,Japan,World Cup qualifier in Indonesia,118 14,1359 1873,8% 92%,2024-10-05
Thu Nov 14,Iraq,Jordan,World Cup qualifier in Iraq,53 57,1658 1629,68% 32%,2024-10-05
Thu Nov 14,Kuwait,South Korea,World Cup qualifier in Kuwait,115 35,1361 1743,16% 84%,2024-10-05
Thu Nov 14,North Korea,Iran,World Cup qualifier in North Korea,104 19,1406 1819,14% 86%,2024-10-05
Thu Nov 14,Oman,Palestine,World Cup qualifier in Oman,85 103,1499 1408,75% 25%,2024-10-05
Thu Nov 14,Qatar,Uzbekistan,World Cup qualifier in Qatar,67 47,1574 1690,48% 52%,2024-10-05
Thu Nov 14,United Arab Emirates,Kyrgyzstan,World Cup qualifier in the United Arab Emirates,74 145,1537 1272,89% 11%,2024-10-05
Thu Nov 14,Belgium,Italy,European Nations League A in Belgium,12 11,1923 1943,61% 39%,2024-10-05
Thu Nov 14,France,Israel,European Nations League A in France,4 70,2015 1557,96% 4%,2024-10-05
Thu Nov 14,Greece,England,European Nations League B in Greece,24 6,1781 1996,34% 66%,2024-10-05
Thu Nov 14,Ireland,Finland,European Nations League B in Ireland,64 58,1582 1607,61% 39%,2024-10-05
Thu Nov 14,Kazakhstan,Austria,European Nations League B in Kazakhstan,92 18,1457 1853,15% 85%,2024-10-05
Thu Nov 14,Slovenia,Norway,European Nations League B in Slovenia,26 34,1777 1746,68% 32%,2024-10-05
Thu Nov 14,Armenia,Faroe Islands,European Nations League C in Armenia,91 152,1459 1244,86% 14%,2024-10-05
Thu Nov 14,North Macedonia,Latvia,European Nations League C in North Macedonia,71 135,1554 1319,87% 13%,2024-10-05
Thu Nov 14,Hong Kong,Philippines,Friendly in Hong Kong,171 183,1114 1041,73% 27%,2024-10-05
Thu Nov 14,Malta,Liechtenstein,Friendly in Malta,149 190,1260 954,91% 9%,2024-10-05
Thu Nov 14,Thailand,Lebanon,Friendly in Thailand,97 139,1438 1304,79% 21%,2024-10-05
Thu Nov 14,Ecuador,Bolivia,World Cup qualifier in Ecuador,15 55,1871 1637,87% 13%,2024-10-05
Thu Nov 14,Paraguay,Argentina,World Cup qualifier in Paraguay,42 2,1710 2149,12% 88%,2024-10-05
Thu Nov 14,Peru,Chile,World Cup qualifier in Peru,40 48,1714 1689,67% 33%,2024-10-05
Thu Nov 14,Uruguay,Colombia,World Cup qualifier in Uruguay,10 3,1956 2061,49% 51%,2024-10-05
Thu Nov 14,Venezuela,Brazil,World Cup qualifier in Venezuela,27 5,1771 1997,33% 67%,2024-10-05
Thu Nov 14,El Salvador,Bonaire,CONCACAF Nations League B in El Salvador,102 205,1411 833,98% 2%,2024-10-05
Thu Nov 14,Montserrat,St Vincent & Grenadines,CONCACAF Nations League B in El Salvador,188 176,983 1088,35% 65%,2024-10-05
Fri Nov 15,New Zealand,Vanuatu,World Cup qualifier in New Zealand,69 175,1570 1092,97% 3%,2024-10-05
Fri Nov 15,Samoa,Tahiti,World Cup qualifier in New Zealand,215 162,740 1188,7% 93%,2024-10-05
Fri Nov 15,Denmark,Spain,European Nations League A in Denmark,16 1,1863 2157,25% 75%,2024-10-05
Fri Nov 15,Portugal,Poland,European Nations League A in Portugal,7 33,1975 1748,87% 13%,2024-10-05
Fri Nov 15,Scotland,Croatia,European Nations League A in Scotland,43 13,1705 1912,35% 65%,2024-10-05
Fri Nov 15,Switzerland,Serbia,European Nations League A in Switzerland,17 23,1855 1784,73% 27%,2024-10-05
Fri Nov 15,Cyprus,Lithuania,European Nations League C in Cyprus,137 134,1309 1324,62% 38%,2024-10-05
Fri Nov 15,Luxembourg,Bulgaria,European Nations League C in Luxembourg,89 83,1462 1502,59% 41%,2024-10-05
Fri Nov 15,Northern Ireland,Belarus,European Nations League C in Northern Ireland,76 88,1521 1464,71% 29%,2024-10-05
Fri Nov 15,Romania,Kosovo,European Nations League C in Romania,41 80,1713 1511,85% 15%,2024-10-05
Fri Nov 15,San Marino,Gibraltar,European Nations League D in San Marino,209 180,798 1056,29% 71%,2024-10-05
Fri Nov 15,Singapore,Myanmar,Friendly in Singapore,172 196,1109 914,85% 15%,2024-10-05
Fri Nov 15,Aruba,Puerto Rico,CONCACAF Nations League B in Haiti,194 166,944 1142,24% 76%,2024-10-05
Fri Nov 15,Curaçao,Saint Martin,CONCACAF Nations League B in Curaçao,131 195,1329 917,95% 5%,2024-10-05
Fri Nov 15,Grenada,Saint Lucia,CONCACAF Nations League B in Curaçao,179 167,1071 1141,40% 60%,2024-10-05
Fri Nov 15,Haiti,Sint Maarten,CONCACAF Nations League B in Haiti,77 202,1517 894,98.5% 1.5%,2024-10-05
Sat Nov 16,Germany,Bosnia and Herzegovina,European Nations League A in Germany,9 86,1957 1491,96% 4%,2024-10-05
Sat Nov 16,Netherlands,Hungary,European Nations League A in the Netherlands,8 29,1960 1767,84% 16%,2024-10-05
Sat Nov 16,Albania,Czechia,European Nations League B in Albania,54 38,1638 1723,52% 48%,2024-10-05
Sat Nov 16,Georgia,Ukraine,European Nations League B in Georgia,31 29,1754 1767,62% 38%,2024-10-05
Sat Nov 16,Montenegro,Iceland,European Nations League B in Montenegro,78 67,1516 1574,56% 44%,2024-10-05
